customer_id,country,age,gender,income_level,Winning_percentage,Days_Since_Last_Bet,Active_Days,Total_Number_of_Bets,Total_Amount_Wagered,Average_Bet_Amount,Number_of_Bonuses_Received,Amount_of_Bonuses_Received,Revenue_from_Bonuses,Increase_in_Bets_After_Bonus,Increase_in_wagering_after_Bonus,Should_Receive_Bonus,cust_name,Bonus_ROI,Age_Group,Customer_Lifetime_Value,Income_Category
7922,Bolivia,39,Male,87292,46,28,162,42.0,96193,993,100,1000,5000,500,50000,Yes,Amy Riley,4.0,31-45,500000,High Income
5244,Kyrgyz Republic,27,Male,72598,51,2,177,23.0,77444,975,100,1000,5000,500,50000,Yes,Sabrina Ingram,4.0,18-30,500000,High Income
2401,Taiwan,28,Female,33243,58,5,206,32.0,91254,999,100,1000,5000,500,50000,No,Mary Johnson,4.0,18-30,500000,Middle Income
2584,Solomon Islands,44,Female,140403,54,7,322,30.0,91407,997,100,1000,5000,500,50000,No,Antonio Salazar,4.0,31-45,500000,High Income
9873,Haiti,52,Male,108859,25,28,322,41.0,97110,993,100,1000,5000,500,50000,Yes,Dana Green,4.0,46-60,500000,High Income
3392,Heard Island and McDonald Islands,19,Female,107067,63,4,329,23.0,79177,975,100,1000,5000,500,50000,Yes,Sharon Marsh,4.0,18-30,500000,High Income
8532,Senegal,56,Male,122008,52,34,112,25.0,88531,990,100,1000,5000,500,50000,Yes,Tracey Townsend,4.0,46-60,500000,High Income
7191,Puerto Rico,74,Male,139680,18,13,228,45.0,90943,992,100,1000,5000,500,50000,Yes,Cynthia Newman,4.0,60+,500000,High Income
7601,French Polynesia,18,Male,69793,55,2,213,27.0,82853,987,100,1000,5000,500,50000,Yes,Kenneth Simmons,4.0,18-30,500000,Middle Income
4528,Malawi,21,Male,26630,41,16,242,48.0,87890,986,100,1000,5000,500,50000,Yes,Michael Gilbert,4.0,18-30,500000,Low Income
7553,Greenland,33,Male,53518,47,15,365,30.0,96504,993,100,1000,5000,500,50000,Yes,Samantha Blair,4.0,31-45,500000,Middle Income
9036,Maldives,26,Male,121486,73,34,285,40.0,94736,996,100,1000,5000,500,50000,Yes,Sara Hooper,4.0,18-30,500000,High Income
4231,Christmas Island,76,Female,21571,18,34,191,40.0,94811,996,100,1000,5000,500,50000,No,Mary Jackson,4.0,60+,500000,Low Income
9390,Hungary,74,Female,109018,67,13,271,44.0,92248,993,100,1000,5000,500,50000,Yes,Nicole Lyons,4.0,60+,500000,High Income
1945,Mayotte,55,Female,99736,41,37,220,38.0,93802,999,100,1000,5000,500,50000,No,Melanie Frank,4.0,46-60,500000,High Income
1829,Yemen,55,Male,91839,72,34,358,27.0,91523,994,100,1000,5000,500,50000,Yes,Randy Hall,4.0,46-60,500000,High Income
8410,Sao Tome and Principe,66,Female,112029,26,11,365,26.0,90005,991,100,1000,5000,500,50000,Yes,Brenda Lee,4.0,60+,500000,High Income
5802,Saudi Arabia,44,Male,85247,71,8,314,33.0,94028,998,100,1000,5000,500,50000,Yes,Stephanie Henson,4.0,31-45,500000,High Income
4815,Tonga,79,Male,27023,56,24,141,39.0,98911,991,100,1000,5000,500,50000,Yes,Dana Baker,4.0,60+,500000,Low Income
6942,Mongolia,39,Female,144171,25,12,336,34.0,97161,995,100,1000,5000,500,50000,No,Sharon Baldwin,4.0,31-45,500000,High Income
4727,India,26,Male,128296,39,30,249,47.0,89301,989,100,1000,5000,500,50000,Yes,Andrew Peterson,4.0,18-30,500000,High Income
8825,Iceland,72,Male,88887,77,36,300,36.0,94980,998,100,1000,5000,500,50000,Yes,Amanda Williams,4.0,60+,500000,High Income
3776,Guyana,47,Female,92630,20,18,220,49.0,87043,984,100,1000,5000,500,50000,Yes,Monica Powers,4.0,46-60,500000,High Income
5054,Iran,54,Male,131137,77,24,104,30.0,97964,991,100,1000,5000,500,50000,Yes,Alicia Navarro,4.0,46-60,500000,High Income
5490,Burundi,80,Male,97381,42,4,184,28.0,87177,995,100,1000,5000,500,50000,No,Jonathan Meyer,4.0,60+,500000,High Income
4506,Seychelles,40,Male,57050,47,27,206,48.0,88746,987,100,1000,5000,500,50000,Yes,Andrea Johnson,4.0,31-45,500000,Middle Income
8825,Iceland,72,Male,88887,47,10,242,42.0,93202,996,100,1000,5000,500,50000,No,Amanda Williams,4.0,60+,500000,High Income
3226,Armenia,32,Male,114612,36,22,256,50.0,85763,981,100,1000,5000,500,50000,Yes,Ruben Mitchell,4.0,31-45,500000,High Income
7891,Dominican Republic,50,Male,48627,47,9,307,35.0,95370,998,100,1000,5000,500,50000,No,Theresa Gardner,4.0,46-60,500000,Middle Income
3334,Bulgaria,51,Male,49970,76,33,235,44.0,91960,994,100,1000,5000,500,50000,Yes,Bryan Garcia,4.0,46-60,500000,Middle Income
1882,Kuwait,52,Female,41651,68,5,235,34.0,91694,1000,100,1000,5000,500,50000,No,Brandy Koch,4.0,46-60,500000,Middle Income
8407,Chile,38,Female,94081,15,2,249,27.0,83631,989,100,1000,5000,500,50000,Yes,Ashley Lucas,4.0,31-45,500000,High Income
1605,Mongolia,80,Male,143711,53,7,351,24.0,83636,983,100,1000,5000,500,50000,Yes,James Waters,4.0,60+,500000,High Income
2428,Sierra Leone,55,Female,22288,57,4,191,29.0,87976,996,100,1000,5000,500,50000,No,Melissa Morris,4.0,46-60,500000,Low Income
9530,Portugal,36,Male,131960,41,28,322,41.0,97110,993,100,1000,5000,500,50000,Yes,Julie Terrell,4.0,31-45,500000,High Income
7094,Lesotho,29,Female,68725,11,36,133,28.0,90612,995,100,1000,5000,500,50000,No,Jason Alvarez,4.0,18-30,500000,Middle Income
6537,Grenada,38,Female,87218,68,17,148,40.0,98181,992,100,1000,5000,500,50000,Yes,James Rodriguez,4.0,31-45,500000,High Income
1095,Brazil,29,Male,147173,72,8,126,25.0,86712,989,100,1000,5000,500,50000,Yes,Jason Johnson,4.0,18-30,500000,High Income
5219,Isle of Man,41,Female,34649,58,30,336,37.0,98420,993,100,1000,5000,500,50000,Yes,Madison Cook,4.0,31-45,500000,Middle Income
3226,Armenia,32,Male,114612,65,17,343,37.0,99274,991,100,1000,5000,500,50000,Yes,Ruben Mitchell,4.0,31-45,500000,High Income
2839,Israel,22,Male,136694,14,35,220,41.0,93611,997,100,1000,5000,500,50000,No,Shirley Thomas,4.0,18-30,500000,High Income
6516,Saint Helena,29,Male,124786,67,10,242,42.0,93202,996,100,1000,5000,500,50000,Yes,Pam Miller,4.0,18-30,500000,High Income
2394,San Marino,32,Male,23823,42,5,155,26.0,85305,989,100,1000,5000,500,50000,Yes,Cassidy Gomez,4.0,31-45,500000,Low Income
1198,Paraguay,59,Female,144664,19,15,228,47.0,89032,988,100,1000,5000,500,50000,Yes,Melissa Braun,4.0,46-60,500000,High Income
2592,Trinidad and Tobago,77,Male,70605,35,13,343,34.0,97570,994,100,1000,5000,500,50000,Yes,Anthony Terry,4.0,60+,500000,High Income
2839,Israel,22,Male,136694,44,4,336,21.0,76303,975,100,1000,5000,500,50000,Yes,Shirley Thomas,4.0,18-30,500000,High Income
5701,Philippines,41,Male,39011,16,38,119,21.0,77900,975,99,1000,5000,500,50000,Yes,Tracy Navarro,4.0,31-45,495000,Middle Income
7577,Monaco,38,Male,93114,23,36,228,40.0,93734,998,100,1000,5000,500,50000,No,Brandy Burton,4.0,31-45,500000,High Income
7094,Lesotho,29,Female,68725,16,29,191,45.0,92066,992,100,1000,5000,500,50000,Yes,Jason Alvarez,4.0,18-30,500000,Middle Income
3198,Slovenia,39,Female,127327,36,8,112,21.0,79988,975,100,1000,5000,500,50000,Yes,Christian Garcia,4.0,31-45,500000,High Income
2410,Belgium,52,Female,58642,23,31,300,42.0,95040,994,100,1000,5000,500,50000,Yes,Nicole Larson,4.0,46-60,500000,Middle Income
9390,Slovakia (Slovak Republic),23,Male,79232,41,6,271,34.0,92813,1000,100,1000,5000,500,50000,No,Bill Chambers,4.0,18-30,500000,High Income
5518,Maldives,64,Female,57880,46,38,329,28.0,88975,995,100,1000,5000,500,50000,Yes,Kelsey Valenzuela,4.0,60+,500000,Middle Income
4454,Jamaica,39,Male,139911,22,19,228,49.0,86018,982,100,1000,5000,500,50000,Yes,Casey Rodriguez,4.0,31-45,500000,High Income
8919,Djibouti,48,Female,115011,56,38,177,32.0,92617,999,100,1000,5000,500,50000,No,Sarah Garner,4.0,46-60,500000,High Income
6612,Saudi Arabia,43,Male,22211,54,40,329,24.0,81853,981,100,1000,5000,500,50000,Yes,Samuel Quinn,4.0,31-45,500000,Low Income
3354,Lithuania,74,Female,63006,6,16,177,44.0,94135,993,100,1000,5000,500,50000,No,Barry Jennings,4.0,60+,500000,Middle Income
6052,Christmas Island,29,Female,82996,30,39,170,30.0,89811,997,100,1000,5000,500,50000,No,Rhonda Hensley,4.0,18-30,500000,High Income
4038,Antigua and Barbuda,33,Female,148595,67,12,97,23.0,85165,982,100,1000,5000,500,50000,Yes,Christina Combs,4.0,31-45,500000,High Income
2153,Angola,43,Male,101087,48,35,278,40.0,94501,997,100,1000,5000,500,50000,Yes,Maria Kent,4.0,31-45,500000,High Income
4454,Jamaica,39,Male,139911,33,7,365,20.0,76224,975,99,1000,5000,500,50000,Yes,Casey Rodriguez,4.0,31-45,495000,High Income
5937,Nepal,63,Female,71972,28,3,155,22.0,76278,975,100,1000,5000,500,50000,Yes,James Ross,4.0,60+,500000,High Income
4146,Comoros,40,Male,95599,11,5,278,32.0,91014,999,100,1000,5000,500,50000,No,Heidi Lee,4.0,31-45,500000,High Income
8042,Lesotho,28,Female,73249,31,29,184,45.0,93150,992,100,1000,5000,500,50000,Yes,William Logan,4.0,18-30,500000,High Income
9319,Slovenia,43,Male,122587,63,5,358,18.0,75221,975,99,999,4998,500,50000,Yes,Kimberly Green,4.003003003,31-45,494802,High Income
4038,Antigua and Barbuda,33,Female,148595,41,16,322,41.0,97254,993,100,1000,5000,500,50000,Yes,Christina Combs,4.0,31-45,500000,High Income
6695,Comoros,25,Male,100015,40,34,285,40.0,94736,996,100,1000,5000,500,50000,Yes,William Allen,4.0,18-30,500000,High Income
4377,Western Sahara,76,Male,79995,30,4,133,20.0,75221,975,99,1000,4999,500,50000,Yes,Pamela Perkins,3.999,60+,494901,High Income
9390,Slovakia (Slovak Republic),23,Male,79232,60,13,329,37.0,97746,994,100,1000,5000,500,50000,Yes,Bill Chambers,4.0,18-30,500000,High Income
5059,Myanmar,45,Male,142941,14,28,126,35.0,99171,991,100,1000,5000,500,50000,No,Gregory Hicks,4.0,46-60,500000,High Income
1041,Finland,79,Male,75946,11,30,256,47.0,89655,990,100,1000,5000,500,50000,Yes,Austin Simmons,4.0,60+,500000,High Income
3374,Jamaica,19,Male,61272,30,17,256,48.0,87659,985,100,1000,5000,500,50000,Yes,Mitchell Pineda,4.0,18-30,500000,Middle Income
8998,Philippines,42,Male,61657,23,40,184,30.0,88858,997,100,1000,5000,500,50000,No,Chad Jones,4.0,31-45,500000,Middle Income
3221,Turks and Caicos Islands,37,Female,37536,71,37,351,25.0,85730,987,100,1000,5000,500,50000,Yes,John Lopez,4.0,31-45,500000,Middle Income
1528,Sri Lanka,77,Male,141247,29,28,329,40.0,98040,992,100,1000,5000,500,50000,Yes,Frank Wallace,4.0,60+,500000,High Income
1676,Moldova,64,Female,41715,5,18,322,42.0,96895,992,100,1000,5000,500,50000,No,Kelli Morris,4.0,60+,500000,Middle Income
2333,Yemen,22,Male,138077,7,11,329,35.0,96624,996,100,1000,5000,500,50000,No,Tyler Terry,4.0,18-30,500000,High Income
5937,Nepal,63,Female,71972,39,14,351,33.0,97800,993,100,1000,5000,500,50000,Yes,James Ross,4.0,60+,500000,High Income
8889,Rwanda,52,Female,87523,32,38,314,31.0,91409,998,100,1000,5000,500,50000,No,Samantha Lewis,4.0,46-60,500000,High Income
1999,Hungary,69,Female,109215,51,30,155,39.0,97479,993,100,1000,5000,500,50000,Yes,Renee Hernandez,4.0,60+,500000,High Income
4312,San Marino,37,Female,38742,72,27,191,47.0,90867,990,100,1000,5000,500,50000,Yes,Regina Robinson,4.0,31-45,500000,Middle Income
5438,Czech Republic,32,Female,68162,56,17,191,46.0,91242,990,100,1000,5000,500,50000,Yes,Krystal Martin,4.0,31-45,500000,Middle Income
9901,Moldova,69,Male,57355,69,26,264,49.0,87218,984,100,1000,5000,500,50000,Yes,Wendy Smith,4.0,60+,500000,Middle Income
7145,Azerbaijan,23,Male,113107,60,6,199,34.0,92668,1000,100,1000,5000,500,50000,No,Ashley Robinson,4.0,18-30,500000,High Income
2127,Ecuador,56,Female,41924,40,20,104,30.0,97840,991,100,1000,5000,500,50000,Yes,Christopher Williams,4.0,46-60,500000,Middle Income
6544,Solomon Islands,31,Female,99147,5,2,351,14.0,75221,975,96,992,4982,500,49989,Yes,Susan Harper,4.022177419,31-45,478272,High Income
9390,Hungary,74,Female,109018,37,4,97,10.0,75221,975,90,974,4944,500,49921,Yes,Nicole Lyons,4.075975359,60+,444960,High Income
4050,Bulgaria,57,Female,53494,26,5,256,33.0,91595,1000,100,1000,5000,500,50000,No,Jessica Boyd,4.0,46-60,500000,Middle Income
8524,Saint Lucia,80,Female,104418,27,25,191,47.0,90028,988,100,1000,5000,500,50000,Yes,Kerry Williams,4.0,60+,500000,High Income
1198,Paraguay,59,Female,144664,6,22,90,26.0,93222,990,100,1000,5000,500,50000,No,Melissa Braun,4.0,46-60,500000,High Income
5579,Tunisia,42,Male,23694,31,18,300,45.0,93057,991,100,1000,5000,500,50000,Yes,Ann Harding,4.0,31-45,500000,Low Income
3678,Dominica,58,Male,21215,45,2,220,27.0,83305,988,100,1000,5000,500,50000,Yes,Kevin Wilson,4.0,46-60,500000,Low Income
8951,Panama,71,Female,135289,8,6,285,33.0,92486,999,100,1000,5000,500,50000,No,Lori Crawford,4.0,60+,500000,High Income
9138,British Virgin Islands,54,Female,78339,22,28,278,47.0,90213,989,100,1000,5000,500,50000,Yes,Brian Cox,4.0,46-60,500000,High Income
8953,United Arab Emirates,61,Male,123216,46,5,90,10.0,75221,975,90,973,4943,500,49919,Yes,Alexandria Tucker,4.08016444,60+,444870,High Income
1014,Colombia,29,Male,122772,15,39,242,35.0,92393,1000,100,1000,5000,500,50000,No,Charles Hernandez,4.0,18-30,500000,High Income
7984,Grenada,29,Male,120947,47,28,278,47.0,90213,989,100,1000,5000,500,50000,Yes,Katie Hanna,4.0,18-30,500000,High Income
5838,Belgium,22,Male,148634,70,36,264,39.0,94031,998,100,1000,5000,500,50000,Yes,Michelle Robles,4.0,18-30,500000,High Income
1015,Latvia,42,Female,80843,35,33,314,38.0,96661,995,100,1000,5000,500,50000,Yes,Michelle Robertson,4.0,31-45,500000,High Income
5802,Turkmenistan,52,Female,69590,61,27,307,44.0,94481,992,100,1000,5000,500,50000,Yes,Johnny Fisher,4.0,46-60,500000,Middle Income
3776,Guyana,47,Female,92630,39,40,177,29.0,87998,995,100,1000,5000,500,50000,Yes,Monica Powers,4.0,46-60,500000,High Income
6751,Dominican Republic,51,Female,147744,46,9,206,39.0,94386,997,100,1000,5000,500,50000,No,Nicholas Davila,4.0,46-60,500000,High Income
4050,Bulgaria,57,Female,53494,68,6,213,35.0,92871,1000,100,1000,5000,500,50000,No,Jessica Boyd,4.0,46-60,500000,Middle Income
9098,Gibraltar,35,Female,27621,56,4,191,29.0,87976,996,100,1000,5000,500,50000,No,Luis Stone,4.0,31-45,500000,Low Income
5009,Cote d'Ivoire,64,Female,74459,68,2,184,24.0,79050,975,100,1000,5000,500,50000,Yes,Angela Adams,4.0,60+,500000,High Income
4454,Jamaica,39,Male,139911,17,3,133,18.0,75221,975,99,999,4996,500,49999,Yes,Casey Rodriguez,4.001001001,31-45,494604,High Income
3113,Maldives,77,Female,89647,18,14,249,46.0,89946,990,100,1000,5000,500,50000,Yes,Amy Garcia,4.0,60+,500000,High Income
6497,Paraguay,51,Female,114452,78,6,242,36.0,92920,1000,100,1000,5000,500,50000,No,Christopher Olsen,4.0,46-60,500000,High Income
8173,Russian Federation,65,Female,22502,52,32,170,40.0,96239,995,100,1000,5000,500,50000,Yes,Samantha Blackburn,4.0,60+,500000,Low Income
3678,Dominica,58,Male,21215,29,6,213,35.0,92871,1000,100,1000,5000,500,50000,No,Kevin Wilson,4.0,46-60,500000,Low Income
6942,Mongolia,39,Female,144171,67,40,336,23.0,79244,975,100,1000,5000,500,50000,Yes,Sharon Baldwin,4.0,31-45,500000,High Income
9098,Gibraltar,35,Female,27621,72,10,133,30.0,93673,996,100,1000,5000,500,50000,No,Luis Stone,4.0,31-45,500000,Low Income
8621,Haiti,80,Female,141244,30,5,329,25.0,83592,985,100,1000,5000,500,50000,Yes,Jacob Mays,4.0,60+,500000,High Income
3198,Slovenia,39,Female,127327,42,38,242,37.0,93277,999,100,1000,5000,500,50000,No,Christian Garcia,4.0,31-45,500000,High Income
3126,Sweden,70,Male,60149,31,32,184,42.0,94754,995,100,1000,5000,500,50000,No,Kaitlyn Rodriguez,4.0,60+,500000,Middle Income
2959,Turkmenistan,40,Female,142999,34,6,329,27.0,87217,992,100,1000,5000,500,50000,Yes,Christopher Gray,4.0,31-45,500000,High Income
5098,Belgium,65,Female,140851,18,31,220,46.0,90645,991,100,1000,5000,500,50000,Yes,Dennis Smith,4.0,60+,500000,High Income
2530,Peru,67,Male,33004,69,25,307,45.0,93921,992,100,1000,5000,500,50000,Yes,Jacob Cline,4.0,60+,500000,Middle Income
3826,Fiji,73,Female,127759,6,36,242,40.0,93655,998,100,1000,5000,500,50000,No,Tyrone Friedman,4.0,60+,500000,High Income
6380,Burkina Faso,74,Male,87795,34,11,278,42.0,94157,996,100,1000,5000,500,50000,No,Jane Ryan,4.0,60+,500000,High Income
6039,Niue,55,Female,117210,6,19,300,46.0,92702,991,100,1000,5000,500,50000,Yes,David Wise,4.0,46-60,500000,High Income
7885,Mauritania,69,Male,116537,64,12,242,44.0,91690,993,100,1000,5000,500,50000,Yes,Scott Garcia,4.0,60+,500000,High Income
9777,Montserrat,34,Female,100423,76,38,264,36.0,93340,1000,100,1000,5000,500,50000,Yes,Donald Davis,4.0,31-45,500000,High Income
4073,British Virgin Islands,19,Male,122110,23,19,264,49.0,87050,984,100,1000,5000,500,50000,Yes,Jesse Smith,4.0,18-30,500000,High Income
1905,Thailand,43,Male,129735,6,15,329,39.0,98100,993,100,1000,5000,500,50000,No,Anna Summers,4.0,31-45,500000,High Income
8490,Nauru,23,Female,76485,20,29,162,41.0,96451,993,100,1000,5000,500,50000,No,Andrea Taylor,4.0,18-30,500000,High Income
5153,Micronesia,38,Male,135659,33,23,162,44.0,95339,992,100,1000,5000,500,50000,Yes,Tina Cunningham,4.0,31-45,500000,High Income
5540,Aruba,19,Female,99487,61,39,97,13.0,75221,975,96,993,4983,500,49990,Yes,Adam Fletcher,4.018126888,18-30,478368,High Income
8889,Rwanda,52,Female,87523,61,34,228,43.0,92857,995,100,1000,5000,500,50000,Yes,Samantha Lewis,4.0,46-60,500000,High Income
7201,Uganda,59,Male,146686,7,16,256,48.0,88466,987,100,1000,5000,500,50000,Yes,James Chen,4.0,46-60,500000,High Income
7067,Philippines,24,Female,122689,11,7,365,20.0,76224,975,99,1000,5000,500,50000,Yes,Alexander Thompson,4.0,18-30,495000,High Income
8951,Panama,71,Female,135289,20,19,133,38.0,99559,990,100,1000,5000,500,50000,No,Lori Crawford,4.0,60+,500000,High Income
7067,Philippines,24,Female,122689,74,29,235,48.0,88206,987,100,1000,5000,500,50000,Yes,Alexander Thompson,4.0,18-30,500000,High Income
9632,Canada,23,Female,108182,64,2,97,6.0,75221,975,67,843,4690,494,49019,Yes,Wanda Kim,4.56346382,18-30,314230,High Income
8815,American Samoa,32,Female,68083,54,31,213,45.0,91149,992,100,1000,5000,500,50000,Yes,Jason Myers,4.0,31-45,500000,Middle Income
5879,Gibraltar,36,Female,115535,12,20,235,50.0,85357,980,100,1000,5000,500,50000,Yes,Matthew Bates,4.0,31-45,500000,High Income
2085,Kenya,70,Male,138702,60,18,104,30.0,96986,992,100,1000,5000,500,50000,Yes,Kevin Russell,4.0,60+,500000,High Income
1897,Nauru,75,Male,111440,35,1,162,19.0,75221,975,99,999,4997,500,49999,Yes,Jennifer Cortez,4.002002002,60+,494703,High Income
6292,Cayman Islands,51,Female,44422,61,23,191,48.0,89699,988,100,1000,5000,500,50000,Yes,James Yates,4.0,46-60,500000,Middle Income
8919,Djibouti,48,Female,115011,7,13,228,45.0,90943,992,100,1000,5000,500,50000,No,Sarah Garner,4.0,46-60,500000,High Income
4714,Monaco,25,Male,55386,48,18,242,49.0,86334,983,100,1000,5000,500,50000,Yes,Julie Cline,4.0,18-30,500000,Middle Income
5938,Togo,58,Male,86860,64,20,329,41.0,97800,991,100,1000,5000,500,50000,Yes,Kenneth Barker,4.0,46-60,500000,High Income
6830,Cambodia,75,Female,32576,10,13,329,37.0,97746,994,100,1000,5000,500,50000,No,Wayne Kennedy,4.0,60+,500000,Middle Income
5345,Palestinian Territory,46,Female,50705,32,40,329,24.0,81853,981,100,1000,5000,500,50000,Yes,Donna Hill,4.0,46-60,500000,Middle Income
4180,Romania,74,Female,109081,59,32,278,43.0,93139,994,100,1000,5000,500,50000,Yes,Tammy Browning,4.0,60+,500000,High Income
1882,Kuwait,52,Female,41651,45,32,278,43.0,93139,994,100,1000,5000,500,50000,Yes,Brandy Koch,4.0,46-60,500000,Middle Income
9909,Korea,78,Male,40674,44,4,148,23.0,78783,975,100,1000,5000,500,50000,Yes,Adam Ramos,4.0,60+,500000,Middle Income
3600,Central African Republic,54,Female,49111,39,9,264,40.0,94087,997,100,1000,5000,500,50000,No,Jennifer Howard,4.0,46-60,500000,Middle Income
8173,Russian Federation,65,Female,22502,36,18,278,48.0,89396,988,100,1000,5000,500,50000,Yes,Samantha Blackburn,4.0,60+,500000,Low Income
1532,Barbados,22,Female,145251,27,4,300,28.0,86319,993,100,1000,5000,500,50000,Yes,Carlos Patterson,4.0,18-30,500000,High Income
2530,Peru,67,Male,33004,48,16,329,39.0,98108,992,100,1000,5000,500,50000,Yes,Jacob Cline,4.0,60+,500000,Middle Income
5108,El Salvador,53,Male,137382,44,16,307,43.0,95123,993,100,1000,5000,500,50000,Yes,Christina Green,4.0,46-60,500000,High Income
1041,Finland,79,Male,75946,67,14,336,36.0,98282,993,100,1000,5000,500,50000,Yes,Austin Simmons,4.0,60+,500000,High Income
7875,Uzbekistan,75,Male,26049,75,35,119,26.0,88711,991,100,1000,5000,500,50000,Yes,Jacqueline Watkins,4.0,60+,500000,Low Income
9038,Czech Republic,55,Male,106420,11,33,104,24.0,87876,988,100,1000,5000,500,50000,Yes,Richard Moore,4.0,46-60,500000,High Income
3149,Fiji,18,Female,142917,17,18,162,43.0,95867,992,100,1000,5000,500,50000,No,Clifford Johnson,4.0,18-30,500000,High Income
9138,British Virgin Islands,54,Female,78339,17,37,126,25.0,85316,986,100,1000,5000,500,50000,Yes,Brian Cox,4.0,46-60,500000,High Income
7891,Dominican Republic,50,Male,48627,45,35,177,37.0,95533,997,100,1000,5000,500,50000,No,Theresa Gardner,4.0,46-60,500000,Middle Income
5260,New Caledonia,55,Female,26903,51,8,351,26.0,87103,990,100,1000,5000,500,50000,Yes,Crystal Wilson,4.0,46-60,500000,Low Income
1140,Ireland,50,Male,109312,7,32,256,45.0,91493,993,100,1000,5000,500,50000,Yes,Zachary Coleman,4.0,46-60,500000,High Income
3551,Anguilla,50,Male,125874,28,18,213,48.0,87701,985,100,1000,5000,500,50000,Yes,Patrick Matthews,4.0,46-60,500000,High Income
7484,Togo,39,Female,128340,74,38,191,34.0,93195,999,100,1000,5000,500,50000,Yes,Julie Tanner,4.0,31-45,500000,High Income
9730,Finland,46,Male,69494,76,8,365,22.0,80589,975,100,1000,5000,500,50000,Yes,Ashley Tran,4.0,46-60,500000,Middle Income
3682,Turks and Caicos Islands,74,Male,20021,38,37,191,36.0,94190,999,100,1000,5000,500,50000,No,Corey Arias,4.0,60+,500000,Low Income
1480,Saint Kitts and Nevis,51,Female,141408,15,18,191,47.0,90699,989,100,1000,5000,500,50000,Yes,Sheila Leon,4.0,46-60,500000,High Income
1215,Dominican Republic,69,Female,58614,44,38,162,30.0,91274,998,100,1000,5000,500,50000,No,Jacob Rogers,4.0,60+,500000,Middle Income
8251,Trinidad and Tobago,64,Female,58607,61,13,228,45.0,90943,992,100,1000,5000,500,50000,Yes,James Austin,4.0,60+,500000,Middle Income
8294,Macao,59,Male,42361,13,6,213,35.0,92871,1000,100,1000,5000,500,50000,No,David Kelly,4.0,46-60,500000,Middle Income
7191,Puerto Rico,74,Male,139680,5,4,184,28.0,87177,995,100,1000,5000,500,50000,No,Cynthia Newman,4.0,60+,500000,High Income
5153,Micronesia,38,Male,135659,44,22,170,45.0,93944,991,100,1000,5000,500,50000,Yes,Tina Cunningham,4.0,31-45,500000,High Income
8532,Senegal,56,Male,122008,28,40,256,33.0,90789,1000,100,1000,5000,500,50000,No,Tracey Townsend,4.0,46-60,500000,High Income
9098,Gibraltar,35,Female,27621,24,11,314,37.0,96568,996,100,1000,5000,500,50000,No,Luis Stone,4.0,31-45,500000,Low Income
4584,Qatar,78,Female,45274,42,8,104,19.0,75456,975,99,1000,4999,500,50000,Yes,Samantha Fuller,3.999,60+,494901,Middle Income
2234,Ethiopia,67,Female,136609,41,26,256,49.0,86577,983,100,1000,5000,500,50000,Yes,Caitlin Young,4.0,60+,500000,High Income
1627,Turks and Caicos Islands,61,Female,77288,46,25,141,39.0,98917,991,100,1000,5000,500,50000,Yes,Gabriela Johnson,4.0,60+,500000,High Income
4377,Western Sahara,76,Male,79995,51,17,170,43.0,94920,993,100,1000,5000,500,50000,Yes,Pamela Perkins,4.0,60+,500000,High Income
9815,Tanzania,46,Male,97046,15,31,133,34.0,97895,994,100,1000,5000,500,50000,No,William House,4.0,46-60,500000,High Income
7493,Bangladesh,18,Female,65669,27,3,314,23.0,78985,975,100,1000,5000,500,50000,Yes,Abigail Freeman,4.0,18-30,500000,Middle Income
7534,Congo,47,Male,137757,67,31,97,24.0,88886,988,100,1000,5000,500,50000,Yes,Rachel Harris,4.0,46-60,500000,High Income
5953,Jamaica,80,Female,24683,44,4,285,29.0,88078,996,100,1000,5000,500,50000,No,Kayla Kim,4.0,60+,500000,Low Income
6798,Antarctica (the territory South of 60 deg S),62,Female,130298,48,24,300,46.0,92324,991,100,1000,5000,500,50000,Yes,Margaret Grant,4.0,60+,500000,High Income
4395,Mali,68,Female,98971,66,5,256,33.0,91595,1000,100,1000,5000,500,50000,No,Anthony Rivas,4.0,60+,500000,High Income
2138,Trinidad and Tobago,74,Female,134981,73,9,249,40.0,93728,997,100,1000,5000,500,50000,Yes,Kayla Banks,4.0,60+,500000,High Income
4510,Germany,41,Female,94347,5,30,235,47.0,89142,989,100,1000,5000,500,50000,Yes,Louis Reeves,4.0,31-45,500000,High Income
3670,Australia,47,Female,30710,13,29,155,40.0,97397,993,100,1000,5000,500,50000,No,Jaime Nelson,4.0,46-60,500000,Middle Income
9151,Togo,78,Female,67773,7,13,97,24.0,87637,986,100,1000,5000,500,50000,Yes,Angela Jones,4.0,60+,500000,Middle Income
5108,El Salvador,53,Male,137382,78,34,119,27.0,91186,993,100,1000,5000,500,50000,Yes,Christina Green,4.0,46-60,500000,High Income
6134,Iran,61,Male,54236,48,15,141,37.0,98614,992,100,1000,5000,500,50000,Yes,Ashley Brown,4.0,60+,500000,Middle Income
2880,Tonga,22,Male,47751,65,27,162,43.0,95933,992,100,1000,5000,500,50000,Yes,David Myers,4.0,18-30,500000,Middle Income
4110,Afghanistan,26,Female,116781,10,25,191,47.0,90028,988,100,1000,5000,500,50000,Yes,Edwin Herman,4.0,18-30,500000,High Income
